Date,Working_Age_Population,Not_in_Labour_Force,Labour_Force,Emp_SA_Total,Unemployment,PR_SA_Total,UR_SA_Total,Emp_SA_FT_Male,Emp_SA_FT_Female,Emp_SA_FT,Emp_SA_PT_Male,Emp_SA_PT_Female,Emp_SA_PT,PR_SA_Male,PR_SA_Female,UR_SA_Male,UR_SA_Female,FT_Share_Male,FT_Share_Female
1979-10,10.7811960186,4.2257674423,6.571673323730001,6.152162838850001,0.41951048488,0.6095495632,0.0638361745,3747.18711525,1439.02304892,5.18621016417,200.61959663,765.33307805,0.96595267467,78.29413351,44.12510111,5.04627257,8.68685548,0.9491820113618322,0.6528087867988964
1979-11,10.7975778367,4.2451853349,6.5781688356000005,6.18052496487,0.39764387073,0.6092263409,0.0604490217,3752.50161374,1455.26802662,5.2077696403600005,207.68489206,765.07043245,0.97275532451,78.24797318,44.10987919,4.82638025,8.14252651,0.9475567901269727,0.6554262124656196
1979-12,10.8161402236,4.1280150247,6.58727026511,6.18411967653,0.40315058857999997,0.6090222694,0.0612014647,3753.56649198,1457.98819224,5.21155468421,208.43722995,764.12776237,0.9725649923199999,78.30104861,44.0218707,4.99996126,8.05323031,0.9473909555419436,0.6561260627355017
1980-01,10.8290550123,4.2744730938,6.61146829486,6.20513501994,0.40633327492,0.610530493,0.0614588556,3750.72447775,1467.05310817,5.21777758593,213.89617453,773.46125948,0.98735743401,78.43555575,44.18925026,5.21133447,7.75520556,0.946048766505065,0.6547840662627584
1980-02,10.8441468752,4.1883769211,6.61898142042,6.22193789734,0.39704352308,0.6103736418,0.059985592600000005,3753.69103008,1488.90899759,5.24260002767,212.68039742,766.65747224,0.97933786966,78.20523828,44.38245497,5.02064415,7.67023266,0.9463791020817098,0.6601042432157709
1980-03,10.8610230514,4.1667307379,6.62658472013,6.23320275638,0.39338196375,0.6101252791,0.059364209499999994,3757.79505853,1495.43283814,5.2532278966699995,208.98503821,770.98982149,0.9799748597,78.09764677,44.43712611,5.03005058,7.48183105,0.9473162027857936,0.6598208113504009
1980-04,10.8756418247,4.2427984501000005,6.65364519356,6.24679997808,0.40684521547999997,0.611793336,0.061146214399999996,3766.62346891,1494.58016233,5.26120363124,208.64408381,776.95226302,0.98559634684,78.27476533,44.59717687,5.16041103,7.73912064,0.9475144550541662,0.6579611832306174
1980-05,10.8920250328,4.2019982076,6.6856033866099995,6.26802773298,0.41757565363,0.6138071999,0.0624589329,3795.14162926,1508.47260133,5.30361423059,197.43377557,766.97972682,0.96441350239,78.64538199,44.63622678,5.33376465,7.80456902,0.9505497691211654,0.6629330716659866
1980-06,10.9097040325,4.2304591497,6.6991299058300005,6.27552010764,0.42360979818,0.6140523965,0.0632335548,3783.30281418,1499.74335711,5.28304617129,201.89677126,790.57716509,0.99247393635,78.30045933,45.02194942,5.23771046,8.15425766,0.9493383538436485,0.6548181106413001
1980-07,10.924102862,4.2223834282,6.71456601574,6.30668738819,0.40787862755,0.6146560592,0.0607453448,3792.35685582,1502.34049674,5.29469735256,205.07849508,806.91154056,1.01199003563,78.32968726,45.11427005,5.10228667,7.71127555,0.9486974829914816,0.650574503117707
1980-08,10.9407328996,4.2648717181,6.7314690850300005,6.31566928372,0.4157998013,0.6152667419,0.0617695478,3802.73957851,1504.30555615,5.30704513466,205.42494524,803.19920382,1.00862414906,78.47294496,45.09741186,5.16048594,7.89172655,0.9487483749674511,0.6519187228760289
1980-09,10.959631173,4.1920293353,6.73127108182,6.31792043701,0.41335064482,0.6141877381999999,0.0614075172,3793.82483308,1502.1170494,5.295941882479999,212.46549637,809.51305815,1.02197855452,78.27630372,45.07741069,5.12506481,7.85047391,0.946967024629199,0.6498085677695343
1980-10,10.9771909203,4.278458702,6.71352370136,6.3070177486,0.40650595276,0.6115884975,0.060550311700000005,3802.87528609,1493.62432632,5.29649961241,209.45010185,801.06803434,1.01051813619,78.1140158,44.72437634,4.93253809,7.95533083,0.9477983260082664,0.6509039520619676
1980-11,10.997021043299998,4.2954305253000005,6.72192460093,6.3286759980400005,0.39324860289999997,0.6112495897,0.0585023823,3805.818111,1492.31193593,5.298130046930001,222.55798612,807.98796499,1.0305459511100001,78.10708533,44.6659007,4.71134581,7.7804722,0.9447524310654328,0.6487466853053174
1980-12,11.0190850149,4.156781755,6.7607060061399995,6.35161125456,0.40909475158999997,0.6135451353,0.060510655399999995,3828.49671844,1498.64420321,5.32714092165,219.37467588,805.09565703,1.02447033291,78.50629744,44.73263694,4.9231561,7.9694029,0.9458049294283836,0.6505266627864283
1981-01,11.036902945600001,4.3501007757,6.75661208283,6.3568713181800005,0.39974076465,0.6121837001,0.0591628999,3840.27556133,1499.98909077,5.34026465209,209.15092762,807.45573846,1.01660666608,78.41999328,44.54754804,4.93754388,7.58607528,0.9483504816816092,0.6500649860696994
1981-02,11.0569739818,4.2728087507,6.75214765874,6.37292187172,0.37922578703,0.6106686756999999,0.0561637284,3847.86642725,1501.32354535,5.3491899726000005,209.53225352,814.19964559,1.02373189911,78.24253972,44.42057136,4.70947548,7.16455055,0.9483579825386458,0.6483733573579666
1981-03,11.0793112292,4.2378947977,6.76563899322,6.37689462264,0.38874437058,0.6106551981,0.057458633399999993,3854.98805319,1485.45777895,5.3404458321399995,214.76160329,821.68718722,1.0364487905000002,78.31084912,44.35098743,4.69741475,7.54013632,0.9472297754364205,0.6438510803315275
1981-04,11.093609038799999,4.2877742662000005,6.78081351445,6.40415066806,0.37666284638,0.611236027,0.055548327,3862.14415429,1517.30750858,5.37945166287,209.50892739,815.1900778,1.02469900519,78.1437284,44.62860489,4.56836937,7.22881654,0.9485445043604858,0.6505076435833906
1981-05,11.1101840547,4.3185367975,6.78438098337,6.40521636165,0.37916462172000004,0.6106452377,0.0558878728,3854.39365581,1509.17503671,5.3635686925199995,218.63100473,823.0166644,1.04164766914,78.0935421,44.56204727,4.61403982,7.24418218,0.9463221996055841,0.6471059115730978
1981-06,11.1279570996,4.3603389860999995,6.78565985944,6.42096345709,0.36469640235,0.6097848687999999,0.0537451641,3856.66545426,1524.132445,5.38079789927,219.50030402,820.6652538,1.04016555782,77.91288482,44.57119157,4.46164362,6.92059845,0.946150299807086,0.6500059454084278
1981-07,11.1467120026,4.3431545537,6.815520916340001,6.41854238079,0.39697853555,0.6114377867,0.0582462501,3862.92553902,1520.49747369,5.38342301271,216.95940727,818.15996081,1.03511936808,78.11639861,44.69805328,4.78818788,7.57972035,0.9468221751039108,0.6501582708350269
1981-08,11.165479038600001,4.391178485999999,6.83405464349,6.43453498803,0.39951965546,0.6120699900000001,0.0584601201,3865.50138147,1527.93050187,5.39343188334,219.12653884,821.97656585,1.0411031046900001,78.10011436,44.83698773,4.82178361,7.57483802,0.9463533660555868,0.6502089052195908
1981-09,11.1842331476,4.2875767303000005,6.858057348409999,6.45948041473,0.39857693368,0.6131897697,0.058118052,3866.30974143,1544.96211397,5.4112718554,217.06346667,831.14509266,1.0482085593300001,78.05949952,45.09548963,4.96514377,7.23209719,0.946842119099126,0.6502072421897152
1981-10,11.204604028399999,4.385289750199999,6.83101245476,6.42986870534,0.40114374942000003,0.6096612105,0.0587239084,3844.6819373,1545.76737457,5.39044931187,216.1875661,823.23182736,1.03941939347,77.52295907,44.92156142,5.00503295,7.32291255,0.9467632323769589,0.652498056272319
1981-11,11.224924939200001,4.4165629583,6.826251823350001,6.417015252750001,0.4092365706,0.6081334049,0.0599504063,3854.46254226,1532.25821455,5.38672075681,207.4158141,822.87868184,1.03029449594,77.48320173,44.66018024,5.10202073,7.49636227,0.9489359857920825,0.650602611210701
1981-12,11.2452739994,4.300847581,6.84265401884,6.43025582277,0.41239819607,0.6084915334000001,0.0602687488,3862.00940835,1552.09296064,5.41410236899,205.01994372,811.13351006,1.0161534537799999,77.41779813,44.79498743,5.07074359,7.62801628,0.9495897555753684,0.6567686084610681
